1754721384.9579558,10.0.0.2,10.0.0.3,1,98,0,0,benign,allowed
1754721384.964818,10.0.0.2,10.0.0.3,1,98,0,0,benign,allowed
1754721384.969559,10.0.0.3,10.0.0.2,1,98,0,0,benign,allowed
1754721384.975222,10.0.0.2,10.0.0.3,1,98,0,0,benign,allowed
1754721384.979225,10.0.0.2,10.0.0.3,1,98,0,0,benign,allowed
1754721384.983606,10.0.0.2,10.0.0.3,1,98,0,0,benign,allowed
1754721384.987835,10.0.0.3,10.0.0.2,1,98,0,0,benign,allowed
1754721384.991889,10.0.0.2,10.0.0.3,1,98,0,0,benign,allowed
1754721384.9951887,10.0.0.2,10.0.0.3,1,98,0,0,benign,allowed
1754721384.9983807,10.0.0.2,10.0.0.3,1,98,0,0,benign,allowed
1754721385.0013838,10.0.0.2,10.0.0.3,1,98,0,0,benign,allowed
1754721385.0050075,10.0.0.3,10.0.0.2,1,98,0,0,benign,allowed
1754721385.0079455,10.0.0.3,10.0.0.2,1,98,0,0,benign,allowed
1754721385.0108767,10.0.0.3,10.0.0.2,1,98,0,0,benign,allowed
1754721385.014613,10.0.0.2,10.0.0.3,1,98,0,0,benign,allowed
1754721385.0174608,10.0.0.2,10.0.0.3,1,98,0,0,benign,allowed
1754721385.0207543,10.0.0.3,10.0.0.2,1,98,0,0,benign,allowed
1754721385.0236347,10.0.0.3,10.0.0.2,1,98,0,0,benign,allowed
1754721385.0266702,10.0.0.3,10.0.0.2,1,98,0,0,benign,allowed
1754721385.0296168,10.0.0.3,10.0.0.2,1,98,0,0,benign,allowed
1754721385.0327122,10.0.0.2,10.0.0.3,1,98,0,0,benign,allowed
1754721385.035921,10.0.0.2,10.0.0.3,1,98,0,0,benign,allowed
1754721385.0400178,10.0.0.2,10.0.0.3,1,98,0,0,benign,allowed
1754721385.0454023,10.0.0.3,10.0.0.2,1,98,0,0,benign,allowed
1754721385.0485177,10.0.0.3,10.0.0.2,1,98,0,0,benign,allowed
1754721385.0519564,10.0.0.2,10.0.0.3,1,98,0,0,benign,allowed
1754721385.0556047,10.0.0.2,10.0.0.3,1,98,0,0,benign,allowed
1754721385.05922,10.0.0.2,10.0.0.3,1,98,0,0,benign,allowed
1754721385.062213,10.0.0.2,10.0.0.3,1,98,0,0,benign,allowed
1754721385.0652924,10.0.0.2,10.0.0.3,1,98,0,0,benign,allowed
1754721385.068362,10.0.0.2,10.0.0.3,1,98,0,0,benign,allowed
1754721385.0734437,10.0.0.3,10.0.0.2,1,98,0,0,benign,allowed
1754721385.0765367,10.0.0.3,10.0.0.2,1,98,0,0,benign,allowed
1754721385.079406,10.0.0.3,10.0.0.2,1,98,0,0,benign,allowed
1754721385.0862348,10.0.0.3,10.0.0.2,1,98,0,0,benign,allowed
1754721385.0895355,10.0.0.3,10.0.0.2,1,98,0,0,benign,allowed
1754721385.0933127,10.0.0.3,10.0.0.2,1,98,0,0,benign,allowed
